,具体地址,单价,建造年份,总价,房型,标题,楼层,链接,面积
89,绿地国际博览城博君  新建-九龙湖新区-九龙大道1177号,17250元/m²,2014年建造,138,2室2厅,急售，急售，国愽房东因生意失败降价20万亏本大甩卖，只卖三天,中层(共32层),https://nc.anjuke.com/prop/view/A1578818934?from=filter&spread=commsearch_p&position=90&kwtype=filter&now_time=1550802594,80m²
90,绿地国际博览城博君  新建-九龙湖新区-九龙大道1177号,13621元/m²,2016年建造,158,3室2厅,九龙湖绿地国博城 新出江景大3房 楼下二中学校.地铁300米,中层(共32层),https://nc.anjuke.com/prop/view/A1587519537?from=filter&spread=commsearch_p&position=91&kwtype=filter&now_time=1550802594,116m²
91,绿地国际博览城博鸿  新建-九龙湖新区-九龙大道1177号,13362元/m²,2015年建造,155,3室2厅,城售  江景房！绿地国际博览城大三房  产证在售 看房随时,高层(共32层),https://nc.anjuke.com/prop/view/A1586451225?from=filter&spread=commsearch_p&position=92&kwtype=filter&now_time=1550802594,116m²
92,华润凯旋门  新建-九龙湖新区-西站东街,15056元/m²,2015年建造,134,3室2厅,九龙湖华润凯旋门洋房小高层 南北通透三房 得房率高楼下龙岗站,高层(共11层),https://nc.anjuke.com/prop/view/A1587519588?from=filter&spread=commsearch_p&position=93&kwtype=filter&now_time=1550802594,89m²
93,华润凯旋门  新建-九龙湖新区-西站东街,16822元/m²,2015年建造,180,3室2厅,华润凯旋门 有车位 省妇保边上 西站旁龙岗站地铁口 随时看房,高层(共32层),https://nc.anjuke.com/prop/view/A1528894406?from=filter&spread=commsearch_p&position=94&kwtype=filter&now_time=1550802594,107m²
94,绿地国际博览城卧珑  新建-九龙湖新区-九龙大道1177号,14000元/m²,2014年建造,154,3室2厅,绿地国际博览城卧珑 门口就是公园和地铁口 通透3房 房东急售,高层(共32层),https://nc.anjuke.com/prop/view/A1587521364?from=filter&spread=commsearch_p&position=95&kwtype=filter&now_time=1550802594,110m²
95,绿地国际博览城御珑  新建-九龙湖新区-九龙大道1177号,15474元/m²,2014年建造,147,3室2厅,急售，老房东挂牌，急等用钱，绿地国愽三房给价就卖，钥匙在手,中层(共32层),https://nc.anjuke.com/prop/view/A1579405429?from=filter&spread=commsearch_p&position=96&kwtype=filter&now_time=1550802594,95m²
96,绿地国际博览城博君  新建-九龙湖新区-九龙大道1177号,14016元/m²,2015年建造,178,3室2厅,绿地二期 远看九龙湖 近看绿地公园 温馨舒适 体验家的感觉。,中层(共32层),https://nc.anjuke.com/prop/view/A1534944667?from=filter&spread=commsearch_p&position=97&kwtype=filter&now_time=1550802594,127m²
97,绿地国际博览城卧珑  新建-九龙湖新区-九龙大道1177号,15726元/m²,2015年建造,195,3室2厅,绿地国博通透大三房东端户，低于市场价，看九龙湖，诚售。,高层(共32层),https://nc.anjuke.com/prop/view/A1581116998?from=filter&spread=commsearch_p&position=98&kwtype=filter&now_time=1550802594,124m²
98,绿地国际博览城御珑  新建-九龙湖新区-九龙大道1177号,15000元/m²,2015年建造,165,3室2厅,国博城通透三房 端户 视野采光很好 房东诚心出售 产证在手,中层(共32层),https://nc.anjuke.com/prop/view/A1581170207?from=filter&spread=commsearch_p&position=99&kwtype=filter&now_time=1550802594,110m²
99,绿地国际博览城藏珑  新建-九龙湖新区-九龙大道1177号,13895元/m²,2016年建造,132,3室2厅,九龙湖绿地国博城藏珑三房 16楼 前后无挡 楼下国博站和育新,中层(共32层),https://nc.anjuke.com/prop/view/A1587519566?from=filter&spread=commsearch_p&position=100&kwtype=filter&now_time=1550802594,95m²
100,华润凯旋门  新建-九龙湖新区-西站东街,14815元/m²,2016年建造,160,3室2厅,爆款户型，全新爆款！华润通透三房 楼层好采光棒，地铁旁交通,中层(共32层),https://nc.anjuke.com/prop/view/A1566149314?from=filter&spread=commsearch_p&position=101&kwtype=filter&now_time=1550802594,108m²
101,绿地悦城D区  新建-九龙湖新区-西站大街,18042元/m²,2015年建造,258,3室2厅,绿地悦城市政府集资房，业主诚心出售，产证已下！首付一半！,中层(共18层),https://nc.anjuke.com/prop/view/A1529038978?from=filter&spread=commsearch_p&position=102&kwtype=filter&now_time=1550802594,143m²
102,九龙湖花园一区  新建-九龙湖新区-祥云大道,14577元/m²,2014年建造,175,3室2厅,九龙湖中心 省政府旁 精装通透三房 诚心出售 要的速度,中层(共32层),https://nc.anjuke.com/prop/view/A1588688673?from=filter&spread=commsearch_p&position=103&kwtype=filter&now_time=1550802594,120m²
103,绿地国际博览城博睿  新建-九龙湖新区-九龙大道1177号,14624元/m²,2016年建造,136,3室2厅,九龙湖绿地国际博览城二期博睿 主卧带飘窗可看江景 26楼无挡,高层(共32层),https://nc.anjuke.com/prop/view/A1587519423?from=filter&spread=commsearch_p&position=104&kwtype=filter&now_time=1550802594,93m²
104,绿地国际博览城博睿  新建-九龙湖新区-九龙大道1177号,13478元/m²,2016年建造,155,3室2厅,绿地国际博览城博睿 大三房 二中学校 因移居外地无心打理诚售,中层(共32层),https://nc.anjuke.com/prop/view/A1566294433?from=filter&spread=commsearch_p&position=105&kwtype=filter&now_time=1550802594,115m²
105,九龙馨苑  新建-九龙湖新区-祥云大道,18750元/m²,2015年建造,300,3室2厅,红谷滩区政府集资 地段位置绝 佳 南北通透 南师附小旁,高层(共30层),https://nc.anjuke.com/prop/view/A1566412895?from=filter&spread=commsearch_p&position=106&kwtype=filter&now_time=1550802594,160m²
106,绿地国际博览城御珑  新建-九龙湖新区-九龙大道1177号,13727元/m²,2015年建造,151,3室2厅,城售！新力东园旁绿地国际博览城 通透三房 看房随时,中层(共32层),https://nc.anjuke.com/prop/view/A1586452047?from=filter&spread=commsearch_p&position=107&kwtype=filter&now_time=1550802594,110m²
107,绿地国际博览城君珑  新建-九龙湖新区-九龙大道1177号,17431元/m²,2016年建造,190,3室2厅,九龙湖西客站 绿地国际博览城 房东三十万精心装修诚心出售！！,中层(共32层),https://nc.anjuke.com/prop/view/A1546180064?from=filter&spread=commsearch_p&position=108&kwtype=filter&now_time=1550802594,109m²
108,新宇盛世广场  新建-九龙湖新区-西站大街1888号,13846元/m²,2018年建造,72,1室1厅,新宇盛世广场西站大街精装修SOHO可返祖可自住可落户,高层(共24层),https://nc.anjuke.com/prop/view/A1585150071?from=filter&spread=commsearch_p&position=109&kwtype=filter&now_time=1550802594,52m²
109,"九龙郡  新建-九龙湖新区-圭峰大道,近西站大街",11111元/m²,2017年建造,50,1室1厅,九龙湖西客站旁1手精装公寓 LOFT公寓 看房找我,中层(共20层),https://nc.anjuke.com/prop/view/A1570642527?from=filter&spread=commsearch_p&position=110&kwtype=filter&now_time=1550802594,45m²
110,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,20000元/m²,2016年建造,280,4室2厅,（万科自营）豪华精装修 房东诚意出售 双学双铁,低层(共33层),https://nc.anjuke.com/prop/view/A1587355898?from=filter&spread=commsearch_p&position=111&kwtype=filter&now_time=1550802594,140m²
111,绿地国际博览城君珑  新建-九龙湖新区-九龙大道1177号,14211元/m²,2015年建造,135,3室2厅,实拍房源 国博城，可读育新名校，地铁300米，红本在手，急售,中层(共32层),https://nc.anjuke.com/prop/view/A1584235125?from=filter&spread=commsearch_p&position=112&kwtype=filter&now_time=1550802594,95m²
112,绿地国际博览城卧珑  新建-九龙湖新区-九龙大道1177号,14762元/m²,2015年建造,186,3室2厅,绿地国际博览城 通透端户 视野好 采光好,中层(共32层),https://nc.anjuke.com/prop/view/A1568699853?from=filter&spread=commsearch_p&position=113&kwtype=filter&now_time=1550802594,126m²
113,绿地国际博览城博浩  新建-九龙湖新区-九龙大道1177号,14787元/m²,2016年建造,139,3室2厅,九龙湖绿地国际博览城三房地铁口旁南北通透业主着急置换诚心出售,中层(共32层),https://nc.anjuke.com/prop/view/A1587420183?from=filter&spread=commsearch_p&position=114&kwtype=filter&now_time=1550802594,94m²
114,绿地国际博览城君珑  新建-九龙湖新区-九龙大道1177号,17431元/m²,2016年建造,190,3室2厅,九龙湖西客站 绿地国际博览城 精装修.房东要去外地买房急售,中层(共32层),https://nc.anjuke.com/prop/view/A1546634619?from=filter&spread=commsearch_p&position=115&kwtype=filter&now_time=1550802594,109m²
115,绿地悦城B区  新建-九龙湖新区-西站大街,20280元/m²,2016年建造,290,3室2厅,毛坯价格买装修。绿地悦城B区年前必卖。懂行的看房约起来有钥匙,高层(共18层),https://nc.anjuke.com/prop/view/A1556716437?from=filter&spread=commsearch_p&position=116&kwtype=filter&now_time=1550802594,143m²
116,绿地国际博览城博睿  新建-九龙湖新区-九龙大道1177号,14839元/m²,2014年建造,138,3室2厅,独有小三房，低总价，视野好，房东诚心出售！随时可以看房,中层(共32层),https://nc.anjuke.com/prop/view/A1567905565?from=filter&spread=commsearch_p&position=117&kwtype=filter&now_time=1550802594,93m²
117,恒天时尚中心  新建-九龙湖新区-赣江南大道1566号,10857元/m²,2018年建造,38,1室1厅,绿地双层江景公寓单价9000起来电减6万地铁口省府旁,中层(共17层),https://nc.anjuke.com/prop/view/A1588868483?from=filter&spread=commsearch_p&position=118&kwtype=filter&now_time=1550802594,35m²
118,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,20357元/m²,2015年建造,285,4室2厅,（万科自营）万科物业管理，豪装四房，诚心出售,低层(共33层),https://nc.anjuke.com/prop/view/A1587301918?from=filter&spread=commsearch_p&position=119&kwtype=filter&now_time=1550802594,140m²
119,华润凯旋门  新建-九龙湖新区-西站东街,14943元/m²,2014年建造,130,3室2厅,九龙湖不限购 华润凯旋门 龙岗地铁站 九年制学校 看中谈价,高层(共31层),https://nc.anjuke.com/prop/view/A1588845370?from=filter&spread=commsearch_p&position=120&kwtype=filter&now_time=1550802594,87m²
120,绿地国际博览城君珑  新建-九龙湖新区-九龙大道1177号,11966元/m²,2018年建造,140,3室2厅,邻近地铁，自带商业街，10份钟到西客站，15份钟到省政府。,中层(共33层),https://nc.anjuke.com/prop/view/A1588594670?from=filter&spread=commsearch_p&position=121&kwtype=filter&now_time=1550802596,117m²
121,明园九龙湾  新建-九龙湖新区-国体大道,21123元/m²,2016年建造,270,3室2厅,过年了！房东急售出手，诚意卖。明园九龙湾*独占龙头财富圈,高层(共33层),https://nc.anjuke.com/prop/view/A1537778577?from=filter&spread=commsearch_p&position=122&kwtype=filter&now_time=1550802596,127m²
122,绿地国际博览城博君  新建-九龙湖新区-九龙大道1177号,13739元/m²,2016年建造,158,3室2厅,急急急 绿博二期房源业主急卖低于市场价三十万 手快有,共1层,https://nc.anjuke.com/prop/view/A1586892332?from=filter&spread=commsearch_p&position=123&kwtype=filter&now_time=1550802596,115m²
123,"新力东园  新建-九龙湖新区-龙虎山大道,近上饶大道",14483元/m²,2018年建造,168,3室2厅,不限购！九龙湖西站旁！找我拿优惠！豪装三房！园系高端品质！,中层(共32层),https://nc.anjuke.com/prop/view/A1588473148?from=filter&spread=commsearch_p&position=124&kwtype=filter&now_time=1550802596,116m²
124,绿地国际博览城博伟  新建-九龙湖新区-九龙大道1177号,13895元/m²,2015年建造,132,3室2厅,城售！绿地国际博览城三房  价格合适 产证已下  看房随时,高层(共32层),https://nc.anjuke.com/prop/view/A1586451256?from=filter&spread=commsearch_p&position=125&kwtype=filter&now_time=1550802596,95m²
125,绿地国际博览城御珑  新建-九龙湖新区-九龙大道1177号,14091元/m²,2014年建造,155,3室2厅,九龙湖绿地国际博览城房东因工作原因调去外地，急降20万等你来,高层(共32层),https://nc.anjuke.com/prop/view/A1579390082?from=filter&spread=commsearch_p&position=126&kwtype=filter&now_time=1550802596,110m²
126,绿地国际博览城御珑  新建-九龙湖新区-九龙大道1177号,14880元/m²,2015年建造,186,3室2厅,国博一期通透舒适大三房，主卧带阳台，前排好房，视野采光好！,中层(共32层),https://nc.anjuke.com/prop/view/A1581242205?from=filter&spread=commsearch_p&position=127&kwtype=filter&now_time=1550802596,125m²
127,九龙湖花园一区  新建-九龙湖新区-祥云大道,15926元/m²,2016年建造,192,3室2厅,九龙湖花园一期带车房东急需资金回笼便宜出售，寻找慧眼伯乐！！,低层(共33层),https://nc.anjuke.com/prop/view/A1518136677?from=filter&spread=commsearch_p&position=128&kwtype=filter&now_time=1550802596,120m²
128,九龙湖花园一区  新建-九龙湖新区-祥云大道,13744元/m²,2016年建造,165,3室2厅,优上钥匙房中心位置中间楼层。过年了房东诚意出售。有车位！,低层(共32层),https://nc.anjuke.com/prop/view/A1556247483?from=filter&spread=commsearch_p&position=129&kwtype=filter&now_time=1550802596,120m²
129,"新力东园  新建-九龙湖新区-龙虎山大道,近上饶大道",15455元/m²,2016年建造,170,3室2厅,新力东园九龙湖双地铁口 唯一豪宅 买到立省10万,中层(共30层),https://nc.anjuke.com/prop/view/A1577933556?from=filter&spread=commsearch_p&position=130&kwtype=filter&now_time=1550802596,110m²
130,南昌万科粹叠园  新建-九龙湖新区-三清山大道555号,19298元/m²,2015年建造,220,3室2厅,万科东端带车位单价2万不到 读南师附小 外国语 4号线地铁口,高层(共32层),https://nc.anjuke.com/prop/view/A1578357241?from=filter&spread=commsearch_p&position=131&kwtype=filter&now_time=1550802596,114m²
131,九龙馨苑  新建-九龙湖新区-祥云大道,18430元/m²,2017年建造,200,3室2厅,九龙馨苑中间楼层三房 送入户花园 产证在手 近南师附小地铁口,中层(共32层),https://nc.anjuke.com/prop/view/A1541646875?from=filter&spread=commsearch_p&position=132&kwtype=filter&now_time=1550802596,108m²
132,绿地国际博览城御珑  新建-九龙湖新区-九龙大道1177号,14182元/m²,2015年建造,156,3室2厅,急售！新力东园旁绿地国际博览城一期 通透三房 采光好 看公园,高层(共32层),https://nc.anjuke.com/prop/view/A1586451426?from=filter&spread=commsearch_p&position=133&kwtype=filter&now_time=1550802596,110m²
133,华润凯旋门  新建-九龙湖新区-西站东街,14318元/m²,2016年建造,126,3室2厅,西客站旁 双地铁口 华润精致端户小3房 户型无可挑剔 诚心卖,高层(共32层),https://nc.anjuke.com/prop/view/A1551185587?from=filter&spread=commsearch_p&position=134&kwtype=filter&now_time=1550802596,88m²
